CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
b7921d830bc7   couchdb.peer0.org1.example.com   3.58%     41.94MiB / 15.63GiB   0.26%     24.1kB / 22.5kB   0B / 762kB   45
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
ae34084a4e6b   youthful_black                   201.90%   141.2MiB / 15.63GiB   0.88%     806B / 0B         0B / 160kB   32
c7f83e8814a6   vibrant_moore                    189.00%   116.7MiB / 15.63GiB   0.73%     696B / 0B         0B / 160kB   34
51c9c4bfffc7   peer0.org1.example.com           1.30%     29.48MiB / 15.63GiB   0.18%     71.5kB / 32.9kB   0B / 180kB   14
9925c0f509bf   peer0.org2.example.com           1.81%     26.03MiB / 15.63GiB   0.16%     70.4kB / 33kB     0B / 180kB   13
ac7bf3ca469e   orderer0.example.com             0.08%     18.32MiB / 15.63GiB   0.11%     15.2kB / 24.1kB   0B / 131kB   14
28db669eb46b   couchdb.peer0.org2.example.com   0.63%     40.64MiB / 15.63GiB   0.25%     23.4kB / 21.9kB   0B / 762kB   45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB   9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB   9
b7921d830bc7   couchdb.peer0.org1.example.com   0.69%     41.95MiB / 15.63GiB   0.26%     24.2kB / 22.5kB   0B / 762kB   45
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
ae34084a4e6b   youthful_black                   179.36%   130.6MiB / 15.63GiB   0.82%     806B / 0B         0B / 160kB    36
c7f83e8814a6   vibrant_moore                    207.57%   153.6MiB / 15.63GiB   0.96%     766B / 0B         0B / 28.6MB   37
51c9c4bfffc7   peer0.org1.example.com           1.46%     29.48MiB / 15.63GiB   0.18%     71.6kB / 32.9kB   0B / 180kB    14
9925c0f509bf   peer0.org2.example.com           1.89%     26.03MiB / 15.63GiB   0.16%     70.4kB / 33kB     0B / 180kB    13
ac7bf3ca469e   orderer0.example.com             0.07%     18.32MiB / 15.63GiB   0.11%     15.2kB / 24.1kB   0B / 131kB    14
28db669eb46b   couchdb.peer0.org2.example.com   0.51%     40.64MiB / 15.63GiB   0.25%     23.4kB / 21.9kB   0B / 762kB    45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com   2.02%     41.95MiB / 15.63GiB   0.26%     24.2kB / 22.5kB   0B / 762kB    45
